Name,\\pi3\FIC-40425
Data Type,Float 32
Number of Values,25235
Time,Value,Value Attributes
11-Jun-2023 03:24:17.77411,31.02
11-Jun-2023 03:22:35.93462,29.94
11-Jun-2023 03:18:04.92036,29.64
11-Jun-2023 03:05:26.81708,29.23
11-Jun-2023 02:58:49.53577,29.40
11-Jun-2023 02:46:45.00462,29.53
11-Jun-2023 02:45:43.97574,30.07
11-Jun-2023 02:36:37.93396,30.19
11-Jun-2023 02:26:53.15372,29.84
11-Jun-2023 02:19:08.76514,29.98
11-Jun-2023 02:14:21.59485,30.21
11-Jun-2023 02:11:16.02603,29.78
11-Jun-2023 02:09:28.9472,29.80
11-Jun-2023 02:06:08.37244,30.70
11-Jun-2023 02:05:08.2556,28.50
11-Jun-2023 02:03:12.15221,29.48
11-Jun-2023 01:59:57.62181,29.79
11-Jun-2023 01:51:43.72237,29.96
11-Jun-2023 01:49:26.27261,29.73
11-Jun-2023 01:43:18.59819,29.10
11-Jun-2023 01:32:18.69016,29.62
11-Jun-2023 01:25:09.00679,29.40
11-Jun-2023 01:19:42.09297,29.56
11-Jun-2023 01:13:09.92499,29.90
11-Jun-2023 01:06:17.43872,29.67
11-Jun-2023 00:40:49.56241,30.16
11-Jun-2023 00:33:05.36385,29.70
11-Jun-2023 00:19:36.82834,30.28
10-Jun-2023 23:52:42.18651,29.15
10-Jun-2023 23:32:55.84894,29.26
10-Jun-2023 23:25:19.67789,29.22
10-Jun-2023 23:24:18.55099,29.62
10-Jun-2023 23:23:17.54912,29.45
10-Jun-2023 23:22:16.54823,29.24
10-Jun-2023 23:21:16.53241,29.01
10-Jun-2023 23:20:16.51659,29.50
10-Jun-2023 23:18:13.48175,29.03
10-Jun-2023 23:17:12.50085,28.48
10-Jun-2023 23:15:51.93474,26.31
10-Jun-2023 23:14:31.44461,22.79
10-Jun-2023 23:13:30.34871,28.87
10-Jun-2023 23:12:28.33276,24.62
10-Jun-2023 23:11:25.18774,25.02
10-Jun-2023 23:10:22.03772,24.42
10-Jun-2023 23:09:15.7475,22.13
10-Jun-2023 23:08:10.52534,25.15
10-Jun-2023 23:05:32.73729,24.56
10-Jun-2023 23:04:26.51508,29.05
10-Jun-2023 22:26:00.66621,29.68
10-Jun-2023 22:04:08.34163,29.42
10-Jun-2023 21:38:54.20319,29.77
10-Jun-2023 21:32:50.97441,29.61
10-Jun-2023 21:31:10.24271,29.64
10-Jun-2023 21:09:48.89963,29.32
10-Jun-2023 20:41:18.30568,29.46
10-Jun-2023 20:27:49.66817,29.12
10-Jun-2023 20:07:11.29329,29.53
10-Jun-2023 19:34:29.49835,29.33
10-Jun-2023 19:31:02.93219,30.39
10-Jun-2023 19:28:56.66515,29.64
10-Jun-2023 19:14:50.59726,29.52
10-Jun-2023 18:40:33.71126,29.61
10-Jun-2023 18:34:02.90836,29.67
10-Jun-2023 18:22:39.70985,29.27
10-Jun-2023 18:18:11.84579,29.69
10-Jun-2023 18:16:53.5278,30.01
10-Jun-2023 18:08:14.58075,29.86
10-Jun-2023 18:01:54.86057,29.84
10-Jun-2023 17:59:19.00264,30.68
10-Jun-2023 17:37:15.35933,29.83
10-Jun-2023 17:18:57.14038,30.18
10-Jun-2023 17:08:46.02846,29.18
10-Jun-2023 17:04:23.47873,28.80
10-Jun-2023 17:03:10.18108,30.36
10-Jun-2023 17:02:10.15324,29.18
10-Jun-2023 17:00:59.88377,28.69
10-Jun-2023 16:22:16.30478,29.06
10-Jun-2023 16:01:09.87012,29.20
10-Jun-2023 15:52:57.23874,29.27
10-Jun-2023 15:22:13.16629,29.03
10-Jun-2023 14:55:46.50723,29.20
10-Jun-2023 14:47:28.91853,29.00
10-Jun-2023 14:35:06.14423,28.93
10-Jun-2023 14:34:06.11241,29.63
10-Jun-2023 14:32:39.6059,29.12
10-Jun-2023 14:06:58.51474,29.20
10-Jun-2023 13:34:17.18481,29.52
10-Jun-2023 13:19:33.28552,29.50
10-Jun-2023 13:05:42.87364,29.64
10-Jun-2023 12:52:14.92918,29.40
10-Jun-2023 12:34:01.89755,30.23
10-Jun-2023 12:31:18.78616,30.60
10-Jun-2023 12:09:44.76318,29.95
10-Jun-2023 12:02:35.90086,29.90
10-Jun-2023 11:24:57.12601,29.96
10-Jun-2023 11:20:54.85457,30.23
10-Jun-2023 11:19:12.11603,30.37
10-Jun-2023 11:16:49.42993,30.02
10-Jun-2023 11:05:17.40286,30.84
10-Jun-2023 11:03:52.82448,30.42
10-Jun-2023 11:02:22.18871,30.51
10-Jun-2023 10:59:18.658,31.19
10-Jun-2023 10:56:15.47034,30.17
10-Jun-2023 10:55:15.32152,30.80
10-Jun-2023 10:53:48.70599,30.38
10-Jun-2023 10:50:52.55278,30.42
10-Jun-2023 10:49:52.51495,31.07
10-Jun-2023 10:45:15.73732,30.83
10-Jun-2023 10:43:54.21913,30.69
10-Jun-2023 10:40:43.83301,29.69
10-Jun-2023 10:39:36.72273,30.89
10-Jun-2023 10:38:08.04808,30.35
10-Jun-2023 10:37:04.84006,30.96
10-Jun-2023 10:35:53.52151,29.96
10-Jun-2023 10:34:27.74506,30.98
10-Jun-2023 10:33:27.66722,29.60
10-Jun-2023 10:32:10.15929,31.09
10-Jun-2023 10:31:08.14034,30.11
10-Jun-2023 10:29:24.21272,30.79
10-Jun-2023 10:28:22.97783,30.89
10-Jun-2023 10:27:21.92393,30.81
10-Jun-2023 10:14:36.34918,30.47
10-Jun-2023 10:13:36.16934,30.90
10-Jun-2023 10:11:57.46706,29.98
10-Jun-2023 10:09:43.99655,31.12
10-Jun-2023 09:46:28.67068,29.60
10-Jun-2023 09:45:27.54379,29.16
10-Jun-2023 09:42:58.89133,32.11
10-Jun-2023 09:41:55.8343,29.61
10-Jun-2023 09:39:48.5502,31.45
10-Jun-2023 09:32:05.66072,29.84
10-Jun-2023 09:30:45.2596,31.40
10-Jun-2023 09:20:54.04494,30.02
10-Jun-2023 09:19:48.80878,31.44
10-Jun-2023 09:16:10.8969,29.36
10-Jun-2023 09:15:10.79707,31.16
10-Jun-2023 09:14:05.58092,31.23
10-Jun-2023 09:11:19.64836,30.47
10-Jun-2023 09:09:46.96045,30.88
10-Jun-2023 09:08:19.35487,30.67
10-Jun-2023 09:07:18.28098,31.62
10-Jun-2023 09:04:35.3116,30.44
10-Jun-2023 09:03:34.30872,31.54
10-Jun-2023 09:02:24.15425,30.98
10-Jun-2023 09:00:43.45984,29.27
10-Jun-2023 08:59:42.51395,31.35
10-Jun-2023 08:58:37.40581,31.29
10-Jun-2023 08:55:38.06139,30.36
10-Jun-2023 08:53:11.57306,30.62
10-Jun-2023 08:50:05.31319,29.93
10-Jun-2023 08:45:22.40916,30.08
10-Jun-2023 08:42:58.91904,30.39
10-Jun-2023 08:34:07.13416,30.49
10-Jun-2023 08:26:30.00505,30.06
10-Jun-2023 08:25:29.93922,31.71
10-Jun-2023 08:24:19.60374,30.97
10-Jun-2023 08:21:13.45888,30.57
10-Jun-2023 08:19:14.3483,30.15
10-Jun-2023 08:14:55.76283,30.19
10-Jun-2023 08:11:28.0656,30.39
10-Jun-2023 08:03:07.39871,30.18
10-Jun-2023 08:00:50.97902,30.46
10-Jun-2023 07:59:47.968,29.54
10-Jun-2023 07:58:46.90411,32.22
10-Jun-2023 07:57:42.74603,28.69
10-Jun-2023 07:56:39.72601,30.84
10-Jun-2023 07:50:45.16743,29.92
10-Jun-2023 07:46:16.2543,29.95
10-Jun-2023 07:36:37.81047,29.96
10-Jun-2023 07:27:38.36211,29.90
10-Jun-2023 07:13:57.09579,30.03
10-Jun-2023 07:06:19.17964,30.02
10-Jun-2023 06:55:50.16557,30.16
10-Jun-2023 06:54:08.37109,29.37
10-Jun-2023 06:49:17.31255,30.06
10-Jun-2023 06:47:09.19139,30.09
10-Jun-2023 06:45:28.51299,30.07
10-Jun-2023 06:44:22.35876,29.93
10-Jun-2023 06:41:38.58334,29.95
10-Jun-2023 06:36:17.74991,29.97
10-Jun-2023 06:31:49.18079,30.08
10-Jun-2023 06:24:57.76459,29.64
10-Jun-2023 06:22:22.08067,30.28
10-Jun-2023 06:15:24.91611,30.21
10-Jun-2023 06:12:37.88747,30.16
10-Jun-2023 06:11:37.87564,30.51
10-Jun-2023 06:04:14.5274,30.22
10-Jun-2023 05:31:22.58681,30.55
10-Jun-2023 05:30:19.50479,28.70
10-Jun-2023 05:29:19.50098,32.22
10-Jun-2023 05:28:10.35156,29.31
10-Jun-2023 05:27:04.22635,30.66
10-Jun-2023 05:26:04.18753,30.50
10-Jun-2023 05:24:54.01607,29.82
10-Jun-2023 05:23:53.98123,30.49
10-Jun-2023 05:21:52.73653,30.68
10-Jun-2023 05:20:49.66451,30.44
10-Jun-2023 05:19:49.65768,28.82
10-Jun-2023 05:18:46.47365,31.16
10-Jun-2023 05:12:41.32339,31.23
10-Jun-2023 05:11:25.12254,29.21
10-Jun-2023 05:10:24.11566,32.07
10-Jun-2023 05:09:24.00783,28.88
10-Jun-2023 05:08:23.927,31.49
10-Jun-2023 05:02:22.839,30.71
10-Jun-2023 05:00:22.80136,30.89
10-Jun-2023 04:59:20.75641,29.14
10-Jun-2023 04:58:08.55281,32.46
10-Jun-2023 04:57:08.54698,28.79
10-Jun-2023 04:56:07.5701,31.44
10-Jun-2023 04:55:07.50227,30.83
10-Jun-2023 04:52:50.17754,30.79
10-Jun-2023 04:51:07.45999,29.92
10-Jun-2023 04:50:07.43916,30.17
10-Jun-2023 04:49:07.42035,31.27
10-Jun-2023 04:47:40.89684,30.61
10-Jun-2023 04:45:35.82887,30.98
10-Jun-2023 04:41:56.05386,31.09
10-Jun-2023 04:38:17.16293,31.09
10-Jun-2023 04:37:11.05472,30.93
10-Jun-2023 04:32:08.94548,30.67
10-Jun-2023 04:27:06.01418,30.59
10-Jun-2023 04:23:17.21661,30.71
10-Jun-2023 04:19:38.40167,30.53
10-Jun-2023 04:18:38.30385,29.04
10-Jun-2023 04:17:35.31284,31.59
10-Jun-2023 03:55:47.0345,30.96
10-Jun-2023 03:50:56.96503,31.44
10-Jun-2023 03:47:53.65335,31.57
10-Jun-2023 03:36:34.4931,31.35
10-Jun-2023 03:29:59.29893,31.17
10-Jun-2023 03:25:59.77148,31.42
10-Jun-2023 03:23:38.14053,31.34
10-Jun-2023 03:22:37.92831,31.61
10-Jun-2023 03:21:32.82076,30.76
10-Jun-2023 03:18:56.73181,31.53
10-Jun-2023 03:06:04.52795,30.94
10-Jun-2023 03:04:56.11859,31.22
10-Jun-2023 03:03:55.90776,30.73
10-Jun-2023 02:53:01.13905,30.99
10-Jun-2023 02:50:24.21806,29.69
10-Jun-2023 02:47:23.91458,30.90
10-Jun-2023 02:45:49.07755,31.12
10-Jun-2023 02:44:47.99065,30.78
10-Jun-2023 02:26:07.62329,31.17
10-Jun-2023 02:25:03.4422,30.72
10-Jun-2023 02:22:25.70015,30.89
10-Jun-2023 02:20:55.09138,29.53
10-Jun-2023 02:19:53.00243,33.30
10-Jun-2023 02:18:52.9176,30.54
10-Jun-2023 02:07:18.37437,30.38
10-Jun-2023 02:05:58.9633,28.61
10-Jun-2023 02:04:53.75116,32.42
10-Jun-2023 02:03:52.60226,28.45
10-Jun-2023 02:02:51.50337,32.83
10-Jun-2023 02:01:51.42354,28.90
10-Jun-2023 02:00:35.12468,32.04
10-Jun-2023 01:59:35.04686,30.19
10-Jun-2023 01:58:34.79602,27.61
10-Jun-2023 01:57:34.7352,28.33
10-Jun-2023 01:56:34.70137,29.37
10-Jun-2023 01:55:30.54628,28.89
10-Jun-2023 01:54:10.14516,30.17
10-Jun-2023 01:53:10.11835,29.08
10-Jun-2023 01:52:04.88533,30.01
10-Jun-2023 01:51:04.77936,29.15
10-Jun-2023 01:50:04.70753,29.88
10-Jun-2023 01:49:03.61163,29.95
10-Jun-2023 01:48:03.54681,28.62
10-Jun-2023 01:46:19.7482,28.04
10-Jun-2023 01:45:14.62305,30.19
10-Jun-2023 01:44:14.56622,29.69
10-Jun-2023 01:43:05.41382,28.77
10-Jun-2023 01:42:05.323,31.52
10-Jun-2023 01:41:04.28511,30.01
10-Jun-2023 01:40:03.26123,28.70
10-Jun-2023 01:38:23.49387,29.15
10-Jun-2023 01:37:12.23833,29.88
10-Jun-2023 01:36:12.20851,28.19
10-Jun-2023 01:35:07.98642,30.32
10-Jun-2023 01:33:59.81807,26.79
10-Jun-2023 01:32:56.70305,28.96
10-Jun-2023 01:29:34.05215,30.05
10-Jun-2023 01:28:32.91826,30.35
10-Jun-2023 01:27:31.76135,23.93
10-Jun-2023 01:26:30.70947,30.99
10-Jun-2023 01:25:30.65665,28.61
10-Jun-2023 01:24:30.62582,32.38
10-Jun-2023 01:23:30.569,25.56
10-Jun-2023 01:22:30.51418,32.16
10-Jun-2023 01:21:29.47528,35.05
10-Jun-2023 01:20:29.39145,28.43
10-Jun-2023 01:19:29.22162,28.88
10-Jun-2023 01:18:28.11974,34.10
10-Jun-2023 01:17:26.96584,26.81
10-Jun-2023 01:16:26.81001,27.68
10-Jun-2023 01:15:26.79419,35.04
10-Jun-2023 01:14:26.67935,27.44
10-Jun-2023 01:13:26.48453,27.17
10-Jun-2023 01:12:26.12968,29.30
10-Jun-2023 01:11:26.06586,28.61
10-Jun-2023 01:10:25.96703,28.25
10-Jun-2023 01:09:23.89607,30.19
10-Jun-2023 01:08:23.77124,29.83
10-Jun-2023 01:07:22.60234,29.27
10-Jun-2023 01:06:22.41951,28.79
10-Jun-2023 01:05:21.32562,27.95
10-Jun-2023 01:04:19.33768,30.29
10-Jun-2023 01:03:17.18071,30.17
10-Jun-2023 01:02:17.15588,32.13
10-Jun-2023 01:01:16.96106,29.96
10-Jun-2023 00:56:33.85602,30.21
10-Jun-2023 00:49:42.42482,30.13
10-Jun-2023 00:48:40.22386,30.67
10-Jun-2023 00:32:06.18954,31.48
10-Jun-2023 00:31:04.1156,30.17
10-Jun-2023 00:28:15.12784,31.02
10-Jun-2023 00:23:18.56694,30.93
10-Jun-2023 00:18:52.78001,30.71
10-Jun-2023 00:05:29.93488,30.61
9-Jun-2023 23:58:27.23895,30.77
9-Jun-2023 23:49:51.83113,30.38
9-Jun-2023 23:46:24.08389,31.11
9-Jun-2023 23:45:21.93394,29.28
9-Jun-2023 23:32:50.7811,30.78
9-Jun-2023 23:18:57.90805,30.46
9-Jun-2023 23:10:25.48642,29.74
9-Jun-2023 23:08:32.38121,30.81
9-Jun-2023 23:00:23.54007,30.41
9-Jun-2023 22:55:08.60202,29.99
9-Jun-2023 22:47:18.04305,29.45
9-Jun-2023 22:46:16.84315,30.37
9-Jun-2023 22:39:37.12169,29.91
9-Jun-2023 22:32:25.04218,30.89
9-Jun-2023 22:31:24.98334,29.48
9-Jun-2023 22:26:00.54167,29.55
9-Jun-2023 22:24:49.06313,29.99
9-Jun-2023 22:23:46.89317,29.37
9-Jun-2023 22:21:51.78683,29.51
9-Jun-2023 22:19:57.42955,29.47
9-Jun-2023 22:18:57.21771,30.00
9-Jun-2023 22:11:47.88237,31.05
9-Jun-2023 21:19:53.85304,30.87
9-Jun-2023 21:18:53.5842,30.77
9-Jun-2023 21:15:55.35785,31.59
9-Jun-2023 21:14:53.16588,30.62
9-Jun-2023 21:02:38.6151,32.28
9-Jun-2023 21:01:36.51414,30.82
9-Jun-2023 20:26:10.96077,31.18
9-Jun-2023 20:25:10.90694,31.87
9-Jun-2023 20:19:50.71155,31.36
9-Jun-2023 20:18:50.55472,31.23
9-Jun-2023 20:14:03.08141,30.86
9-Jun-2023 20:08:52.28761,30.79
9-Jun-2023 20:04:42.5647,30.95
9-Jun-2023 20:03:42.45288,28.97
9-Jun-2023 20:02:42.29105,30.73
9-Jun-2023 20:00:58.33243,29.52
9-Jun-2023 19:59:53.05226,33.57
9-Jun-2023 19:58:52.97543,23.57
9-Jun-2023 19:57:52.84961,51.61
9-Jun-2023 19:55:56.74921,0.00
9-Jun-2023 18:30:09.9241,0.00
9-Jun-2023 18:20:04.81474,32.65
9-Jun-2023 18:19:03.71945,32.76
9-Jun-2023 18:18:03.56924,32.23
9-Jun-2023 18:17:02.53796,0.44
9-Jun-2023 18:15:52.26604,51.62
9-Jun-2023 18:14:11.40451,29.41
9-Jun-2023 18:13:10.23283,32.58
9-Jun-2023 18:12:10.12024,36.01
9-Jun-2023 18:11:10.02264,29.44
9-Jun-2023 18:08:55.58368,30.64
9-Jun-2023 18:07:33.02478,28.85
9-Jun-2023 18:06:31.91794,30.40
9-Jun-2023 18:05:26.7027,30.69
9-Jun-2023 18:02:57.81516,30.20
9-Jun-2023 17:57:20.14978,30.63
9-Jun-2023 17:55:10.78455,29.29
9-Jun-2023 17:47:56.9079,30.29
9-Jun-2023 17:44:41.23244,29.07
9-Jun-2023 17:42:36.95152,30.38
9-Jun-2023 17:40:17.53665,29.62
9-Jun-2023 17:39:10.27936,30.78
9-Jun-2023 17:36:28.12703,29.04
9-Jun-2023 17:35:26.00008,29.10
9-Jun-2023 17:34:25.97626,32.69
9-Jun-2023 17:33:23.85629,29.97
9-Jun-2023 17:27:32.1449,30.65
9-Jun-2023 17:26:31.08801,32.82
9-Jun-2023 17:25:31.04318,28.74
9-Jun-2023 17:23:49.1687,30.84
9-Jun-2023 17:22:48.0968,29.66
9-Jun-2023 17:21:43.94872,30.43
9-Jun-2023 17:20:28.60191,29.56
9-Jun-2023 17:15:07.52448,30.48
9-Jun-2023 17:13:55.20886,29.21
9-Jun-2023 17:07:50.58163,30.38
9-Jun-2023 17:03:26.69284,31.18
9-Jun-2023 17:02:23.65082,30.45
9-Jun-2023 17:01:23.53499,29.79
9-Jun-2023 16:59:09.04543,30.47
9-Jun-2023 16:57:39.42072,30.60
9-Jun-2023 16:55:42.25325,29.72
9-Jun-2023 16:54:09.50235,29.89
9-Jun-2023 16:51:23.51877,29.34
9-Jun-2023 16:48:55.96437,31.06
9-Jun-2023 16:47:54.88548,29.23
9-Jun-2023 16:44:36.19983,31.69
9-Jun-2023 16:43:36.002,28.92
9-Jun-2023 16:42:35.94917,31.77
9-Jun-2023 16:41:35.72633,29.89
9-Jun-2023 16:39:33.39255,29.53
9-Jun-2023 16:38:33.24771,29.42
9-Jun-2023 16:37:24.0163,31.17
9-Jun-2023 16:30:57.77771,30.11
9-Jun-2023 16:22:21.0618,30.01
9-Jun-2023 16:21:20.99097,30.62
9-Jun-2023 16:20:00.53685,29.22
9-Jun-2023 16:18:58.45689,31.31
9-Jun-2023 16:17:38.86482,29.75
9-Jun-2023 16:16:21.46289,32.09
9-Jun-2023 16:15:15.29567,29.55
9-Jun-2023 16:14:03.77711,31.50
9-Jun-2023 16:13:03.6913,30.60
9-Jun-2023 16:11:52.45676,32.21
9-Jun-2023 16:10:45.17947,30.51
9-Jun-2023 16:09:45.06665,30.37
9-Jun-2023 16:08:44.97182,31.41
9-Jun-2023 16:07:44.86598,30.56
9-Jun-2023 16:06:43.7291,30.89
9-Jun-2023 16:05:42.5202,29.85
9-Jun-2023 16:04:42.37836,31.95
9-Jun-2023 16:03:20.85417,29.11
9-Jun-2023 16:02:12.61183,33.22
9-Jun-2023 16:01:12.483,30.93
9-Jun-2023 16:00:12.32416,30.77
9-Jun-2023 15:52:46.00174,31.19
9-Jun-2023 15:51:36.61832,29.44
9-Jun-2023 15:49:34.45753,31.27
9-Jun-2023 15:48:34.33771,30.77
9-Jun-2023 15:47:33.1188,29.57
9-Jun-2023 15:46:30.98885,31.82
9-Jun-2023 15:43:03.14061,30.05
9-Jun-2023 15:40:16.10197,31.08
9-Jun-2023 15:38:58.77805,30.69
9-Jun-2023 15:35:30.96181,30.81
9-Jun-2023 15:33:32.84929,30.92
9-Jun-2023 15:32:31.7124,30.72
9-Jun-2023 15:31:31.65057,32.78
9-Jun-2023 15:30:27.48949,29.80
9-Jun-2023 15:29:06.00929,31.57
9-Jun-2023 15:28:05.93646,30.84
9-Jun-2023 15:27:02.74144,30.80
9-Jun-2023 15:25:20.91795,31.56
9-Jun-2023 15:24:12.72762,29.42
9-Jun-2023 15:23:06.5654,30.57
9-Jun-2023 15:22:04.51445,30.90
9-Jun-2023 15:21:04.45763,31.31
9-Jun-2023 15:20:04.23178,29.70
9-Jun-2023 15:17:06.9185,30.69
9-Jun-2023 15:15:24.86899,30.04
9-Jun-2023 15:08:28.33746,29.91
9-Jun-2023 15:06:55.47955,30.59
9-Jun-2023 15:05:55.43472,31.40
9-Jun-2023 15:04:55.3819,32.72
9-Jun-2023 15:03:51.16881,28.28
9-Jun-2023 15:02:50.96397,31.02
9-Jun-2023 15:01:25.27953,28.91
9-Jun-2023 15:00:25.03769,30.42
9-Jun-2023 14:58:13.4603,29.81
9-Jun-2023 14:56:06.04819,31.33
9-Jun-2023 14:54:43.48492,30.47
9-Jun-2023 14:53:43.36909,29.63
9-Jun-2023 14:51:49.10283,31.72
9-Jun-2023 14:50:49.015,30.39
9-Jun-2023 14:49:48.94617,30.10
9-Jun-2023 14:44:55.49348,30.53
9-Jun-2023 14:43:43.08487,31.37
9-Jun-2023 14:29:27.13635,30.62
9-Jun-2023 14:28:26.93552,30.71
9-Jun-2023 14:27:23.7865,30.69
9-Jun-2023 14:26:22.6716,29.25
9-Jun-2023 14:25:15.47333,32.15
9-Jun-2023 14:24:15.4305,30.91
9-Jun-2023 14:23:15.38768,31.46
9-Jun-2023 14:22:15.28185,30.94
9-Jun-2023 14:21:15.15501,29.67
9-Jun-2023 14:20:15.05919,31.38
9-Jun-2023 14:17:15.76376,29.91
9-Jun-2023 14:16:15.66293,29.35
9-Jun-2023 14:15:07.3526,31.55
9-Jun-2023 14:13:30.58643,29.25
9-Jun-2023 14:12:30.4366,27.92
9-Jun-2023 14:11:30.33777,27.32
9-Jun-2023 14:10:30.28395,51.61
9-Jun-2023 14:08:55.56291,31.10
9-Jun-2023 13:22:59.51437,31.27
9-Jun-2023 12:23:15.39909,31.19
9-Jun-2023 11:06:21.47522,30.24
9-Jun-2023 10:21:18.26605,30.18
9-Jun-2023 09:41:53.84946,30.36
9-Jun-2023 09:40:53.72163,30.11
9-Jun-2023 08:46:51.05736,30.85
9-Jun-2023 08:15:11.73639,31.02
9-Jun-2023 06:23:41.41728,29.67
9-Jun-2023 06:22:36.10411,35.18
9-Jun-2023 06:21:34.00217,29.96
9-Jun-2023 06:18:57.07817,29.55
9-Jun-2023 05:54:36.23912,30.37
9-Jun-2023 05:51:18.61653,30.96
9-Jun-2023 05:31:52.76128,30.80
9-Jun-2023 05:04:13.29959,29.87
9-Jun-2023 05:03:03.96817,29.79
9-Jun-2023 04:41:09.66747,30.16
9-Jun-2023 04:36:36.59207,29.16
9-Jun-2023 04:33:26.06894,30.41
9-Jun-2023 04:31:52.30296,29.75
9-Jun-2023 04:28:24.65274,30.69
9-Jun-2023 04:27:20.45966,29.02
9-Jun-2023 04:25:02.80295,30.16
9-Jun-2023 04:16:23.16379,29.52
9-Jun-2023 04:15:15.81949,28.75
9-Jun-2023 04:12:55.40962,30.46
9-Jun-2023 04:11:53.01657,29.04
9-Jun-2023 04:10:12.10315,30.37
9-Jun-2023 04:09:10.91826,29.07
9-Jun-2023 04:01:45.72589,29.01
9-Jun-2023 04:00:45.66307,27.87
9-Jun-2023 03:59:45.40724,30.46
9-Jun-2023 03:58:45.2494,26.59
9-Jun-2023 03:57:43.00044,31.57
9-Jun-2023 03:56:42.7856,28.37
9-Jun-2023 03:54:43.42,30.12
9-Jun-2023 03:53:37.01677,28.79
9-Jun-2023 03:51:40.80338,29.62
9-Jun-2023 03:50:39.60947,30.50
9-Jun-2023 03:49:37.27051,29.58
9-Jun-2023 03:48:05.33264,29.44
9-Jun-2023 03:44:51.60231,30.54
9-Jun-2023 03:43:50.37141,29.56
9-Jun-2023 03:37:44.85313,30.09
9-Jun-2023 03:36:43.65123,28.70
9-Jun-2023 03:34:19.72206,29.62
9-Jun-2023 03:33:19.57024,29.69
9-Jun-2023 03:31:40.48592,30.97
9-Jun-2023 03:30:40.4541,28.81
9-Jun-2023 03:28:32.11392,30.41
9-Jun-2023 03:26:28.84407,29.74
9-Jun-2023 03:25:23.55692,29.59
9-Jun-2023 03:23:40.62335,29.30
9-Jun-2023 03:22:28.22775,29.10
9-Jun-2023 03:21:23.93365,30.05
9-Jun-2023 03:20:21.76669,28.69
9-Jun-2023 03:16:55.79358,30.35
9-Jun-2023 03:15:55.54575,29.00
9-Jun-2023 03:13:34.73376,29.44
9-Jun-2023 03:12:32.56581,29.19
9-Jun-2023 03:11:30.36284,30.26
9-Jun-2023 03:07:34.81485,29.45
9-Jun-2023 03:06:34.64902,29.86
9-Jun-2023 03:04:14.06606,29.01
9-Jun-2023 03:03:13.95222,29.59
9-Jun-2023 02:57:39.29791,29.61
9-Jun-2023 02:55:09.38237,29.07
9-Jun-2023 02:52:56.06587,30.24
9-Jun-2023 02:51:55.98805,28.54
9-Jun-2023 02:50:47.7097,29.61
9-Jun-2023 02:49:19.96411,30.55
9-Jun-2023 02:48:19.84328,28.72
9-Jun-2023 02:47:19.75745,31.02
9-Jun-2023 02:46:19.69063,29.92
9-Jun-2023 02:45:17.46967,28.40
9-Jun-2023 02:44:17.39784,30.58
9-Jun-2023 02:42:58.95984,29.04
9-Jun-2023 02:41:58.88701,29.10
9-Jun-2023 02:40:56.87807,30.47
9-Jun-2023 02:33:59.04846,29.61
9-Jun-2023 02:32:58.89963,29.55
9-Jun-2023 02:31:57.74573,31.12
9-Jun-2023 02:30:49.48238,29.38
9-Jun-2023 02:29:47.36642,29.33
9-Jun-2023 02:28:31.93562,30.52
9-Jun-2023 02:26:43.90375,29.18
9-Jun-2023 02:23:59.83429,30.20
9-Jun-2023 02:22:44.35149,30.21
9-Jun-2023 02:21:31.90987,29.64
9-Jun-2023 02:20:31.74004,28.76
9-Jun-2023 02:19:26.49188,29.35
9-Jun-2023 02:16:49.60789,28.95
9-Jun-2023 02:14:35.05733,30.19
9-Jun-2023 02:13:34.78148,29.21
9-Jun-2023 02:08:30.34608,29.45
9-Jun-2023 01:18:43.97888,29.83
9-Jun-2023 01:17:35.59953,32.25
9-Jun-2023 01:16:29.48232,29.31
9-Jun-2023 01:12:14.65109,30.02
9-Jun-2023 00:51:28.52472,30.01
9-Jun-2023 00:46:36.0831,29.99
9-Jun-2023 00:36:50.90182,30.32
9-Jun-2023 00:30:37.84406,29.85
9-Jun-2023 00:18:33.2059,30.49
9-Jun-2023 00:17:29.07382,30.90
9-Jun-2023 00:15:02.04546,30.89
9-Jun-2023 00:13:50.71391,30.27
9-Jun-2023 00:11:53.50044,30.28
9-Jun-2023 00:05:41.57182,30.24
9-Jun-2023 00:02:50.36783,30.35
8-Jun-2023 23:57:04.36436,30.45
8-Jun-2023 23:48:36.47388,30.46
8-Jun-2023 23:45:31.72604,30.17
8-Jun-2023 23:40:39.34442,30.54
8-Jun-2023 23:27:56.95886,30.20
8-Jun-2023 23:25:34.03276,30.78
8-Jun-2023 23:23:39.80048,30.39
8-Jun-2023 23:21:20.08858,30.23
8-Jun-2023 23:19:45.24854,30.84
8-Jun-2023 23:18:44.80469,30.26
8-Jun-2023 23:17:42.77774,29.64
8-Jun-2023 23:11:19.16031,30.40
8-Jun-2023 22:53:20.88763,29.70
8-Jun-2023 22:45:31.38972,29.83
8-Jun-2023 22:42:29.05411,29.42
8-Jun-2023 22:06:50.26389,29.48
8-Jun-2023 21:44:58.94238,29.41
8-Jun-2023 21:07:59.351,29.59
8-Jun-2023 20:59:53.30304,29.04
8-Jun-2023 20:58:52.24516,31.05
8-Jun-2023 20:56:04.14345,29.30
8-Jun-2023 20:49:22.85689,30.31
8-Jun-2023 20:47:14.41071,29.34
8-Jun-2023 20:46:14.16388,30.96
8-Jun-2023 20:43:25.20412,29.43
8-Jun-2023 20:42:24.96127,29.02
